Domain,Phylum,Class,Order,Family,Genus,Species,Pond06,pond07,pond09,pond10,pond13,pond14,pond16,pond17,pond18
Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Palpada,Hippeutis complanatus,0,0,0,0,0,0,0,0,0.013662621
Eukaryota,Arthropoda,Insecta,Hemiptera,Aphididae,Anuraphis,Eunapius subterraneus,0,0.002941003,0,0,0,0,0,0.010297954,0
Eukaryota,Arthropoda,Insecta,Hemiptera,Aphididae,Corylobium,Globisporangium acrogynum,0.005530362,0,0,0.007604447,0,0,0,0,0
Eukaryota,Arthropoda,Insecta,Hemiptera,Aphididae,Myzus,Brachycaudus lamii,0,0,0,0.01292756,0,0,0,0,0
Eukaryota,Arthropoda,Insecta,Hemiptera,Aphididae,Myzus,Pythium oryzicollum,0.002765181,0,0,0.006083558,0,0,0.003348827,0,0.000546505
Eukaryota,Arthropoda,Insecta,Hemiptera,Aphididae,Myzus,Globisporangium tenuihyphum,0.002765181,0,0,0.006844002,0,0,0.000669765,0,0.001639514
Eukaryota,Arthropoda,Insecta,Hemiptera,Aphididae,Sitobion,Tetraneura ulmi,0,0,0,0,0,0,0.011386013,0,0
Eukaryota,Arthropoda,Insecta,Hymenoptera,Tetracampidae,Eremocampe,Sapromyces elongatus,0,0,0,0.009125336,0.001592534,0,0,0,0.000546505
Eukaryota,Discosea,Flabellinia,Vannellidae,Vannellidae,Ripella,Vannella persistens,0,0,0,0,0,0,0.010716247,0,0.000546505
Eukaryota,Oomycota,Peronosporales,Peronosporales,Peronosporaceae,Phytophthora,Sellaphora marvanii,0,0,0,0,0.011147739,0,0,0,0
Eukaryota,Oomycota,Peronosporales,Peronosporales,Peronosporaceae,Phytophthora,Ferrissia californica,0,0,0,0.010646226,0,0,0,0,0
Eukaryota,Oomycota,Peronosporales,Peronosporales,Peronosporaceae,Phytophthora,Ferrissia nipponica,0,0,0,0.010646226,0,0,0,0,0
Eukaryota,Oomycota,Peronosporales,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora heveae,0,0.002941003,0,0.003041779,0,0,0,0,0.004372039
Eukaryota,Oomycota,Peronosporales,Peronosporales,Peronosporaceae,Phytophthora,Chironomus annularius,0,0,0.009587728,0.000760445,0,0,0,0,0
Eukaryota,Oomycota,Peronosporales,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora mengei,0,0.00882301,0,0.001520889,0,0,0,0,0
Eukaryota,Oomycota,Peronosporales,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora polonica,0,0,0,0,0,0,0,0.010297954,0
Eukaryota,Oomycota,Peronosporales,Peronosporales,Peronosporaceae,Phytophthora,Globisporangium sylvaticum,0,0,0,0.003041779,0.004777603,0,0.001339531,0,0.00109301
Eukaryota,Oomycota,Peronosporales,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora chrysanthemi,0,0,0,0.000760445,0,0,0.002009296,0.003432651,0.003825534
Eukaryota,Oomycota,Peronosporales,Peronosporales,Peronosporaceae,Phytophthora,Myzus persicae,0,0,0,0.009885781,0,0,0,0,0
Eukaryota,Oomycota,Peronosporales,Peronosporales,Peronosporaceae,Phytophthora,Ripella tribonemae,0,0,0,0.000760445,0.004777603,0,0.002679062,0,0.001639514
Eukaryota,Oomycota,Peronosporales,Peronosporales,Peronosporaceae,Phytophthora,Elongisporangium disparispinum,0,0,0,0.002281334,0.006370137,0,0,0,0.00109301
Eukaryota,Oomycota,Peronosporales,Peronosporales,Peronosporaceae,Phytophthora,Ripella platypodia,0,0,0.009587728,0,0,0,0,0,0
Eukaryota,Oomycota,Peronosporales,Peronosporales,Peronosporaceae,Phytophthora,Pythium pyrilobum,0,0.00882301,0,0.000760445,0,0,0,0,0
Eukaryota,Oomycota,Peronosporales,Peronosporales,Peronosporaceae,Phytophthora,Nothophytophthora valdiviana,0,0,0,0,0.001592534,0,0,0.006865303,0.00109301
Eukaryota,Oomycota,Peronosporales,Peronosporales,Peronosporaceae,Phytophthora,Pythium tardicrescens,0,0,0,0.002281334,0,0,0,0,0.007104563
Eukaryota,Oomycota,Peronosporales,Peronosporales,Salisapiliaceae,Salisapilia,Nais pardalis,0,0,0,0.009125336,0,0,0,0,0
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Globisporangium,Phytopythium chamaehyphon,0.002765181,0,0,0.006083558,0,0,0,0,0
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Globisporangium,Phytophthora pseudosyringae,0,0.00882301,0,0,0,0,0,0,0
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Globisporangium,Globisporangium buismaniae,0,0,0,0.005323113,0,0,0,0.003432651,0
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Globisporangium,Phytopythium fagopyri,0.008295543,0,0,0,0,0,0,0,0
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Phytopythium,Chironomus melanotus,0,0,0,0.000760445,0.001592534,0,0.005358124,0,0
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Pythium,Hydra circumcincta,0,0,0,0.007604447,0,0,0,0,0
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Pythium,Sellaphora seminulum,0.006912952,0,0,0,0,0,0.000669765,0,0
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Pythium,Lasius crypticus,0,0,0,0,0,0,0.00736742,0,0
Eukaryota,Oomycota,Saprolegniales,Saprolegniales,Saprolegniaceae,Achlya,Phytophthora aquimorbida,0,0,0,0.004562668,0,0,0,0,0.002732524
Eukaryota,Oomycota,Saprolegniales,Saprolegniales,Saprolegniaceae,Aphanomyces,Macrosiphum gei,0,0,0,0,0,0,0,0.006865303,0
Eukaryota,Oomycota,Saprolegniales,Saprolegniales,Saprolegniaceae,Saprolegnia,Globisporangium takayamanum,0.00138259,0,0,0.003802224,0.001592534,0,0,0,0
Eukaryota,Oomycota,Saprolegniales,Saprolegniales,Saprolegniaceae,Saprolegnia,Saprolegnia eccentrica,0,0,0,0.004562668,0,0,0.002009296,0,0
Eukaryota,Oomycota,Saprolegniales,Saprolegniales,Saprolegniaceae,Saprolegnia,Pythium sulcatum,0,0,0,0.001520889,0,0,0.001339531,0.003432651,0
Eukaryota,Rotifera,Eurotatoria,Ploima,Brachionidae,Mytilina,Phytopythium helicoides,0.005530362,0,0,0.000760445,0,0,0,0,0
Eukaryota,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Simocephalus,Brevilegnia macrospora,0.005530362,0,0,0.000760445,0,0,0,0,0
Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Endochironomus,Keratella quadrata,0,0,0,0.006083558,0,0,0,0,0
Eukaryota,Rotifera,Eurotatoria,Philodinida,Philodinidae,Rotaria,Phytophthora variabilis,0,0.002941003,0,0.003041779,0,0,0,0,0
Eukaryota,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Simocephalus,Microstomum artoisi,0,0.005882007,0,0,0,0,0,0,0
Eukaryota,Bacillariophyta,Coscinodiscophyceae,Stephanodiscales,Stephanodiscaceae,Stephanodiscus,Globisporangium minor,0.002765181,0,0,0.001520889,0.001592534,0,0,0,0
Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Paratanytarsus,Pythium monospermum,0,0.002941003,0,0.001520889,0,0,0.001339531,0,0
Eukaryota,Synurophyceae,Synurophyceae,Synurales,Mallomonadaceae,Synura,Phytophthora agathidicida,0,0,0,0.003041779,0.001592534,0,0,0,0.00109301
Eukaryota,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Acalitus,Achlya papillosa,0,0,0,0.003041779,0,0,0.002009296,0,0.000546505
Eukaryota,Arthropoda,Insecta,Hymenoptera,Vespidae,Zethus,Halophytophthora exoprolifera,0,0,0,0.002281334,0.003185068,0,0,0,0
Eukaryota,Bacillariophyta,Coscinodiscophyceae,Stephanodiscales,Stephanodiscaceae,Stephanodiscus,Chironomus nuditarsis,0,0,0,0.005323113,0,0,0,0,0
Eukaryota,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Saprolegnia unispora,0,0,0,0.005323113,0,0,0,0,0
Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,x stagnum,0,0,0,0.003802224,0,0,0.000669765,0,0.000546505
Eukaryota,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Diacyclops,Aphanomyces mitsuba,0,0,0,0.003802224,0,0,0.000669765,0,0.000546505
Eukaryota,Arthropoda,Arachnida,Trombidiformes,Unionicolidae,Unionicola,Rana parvipalmata,0,0,0,0,0,0,0,0,0.004918543
Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Lagenidium giganteum,0.004147771,0,0,0.000760445,0,0,0,0,0
Eukaryota,Bacillariophyta,Coscinodiscophyceae,Stephanodiscales,Stephanodiscaceae,Stephanodiscus,Pythium tracheiphilum,0,0,0,0.002281334,0,0,0.001339531,0,0.00109301
Eukaryota,Bacillariophyta,Coscinodiscophyceae,Stephanodiscales,Stephanodiscaceae,Stephanodiscus,Grevenius granulifer,0,0,0,0,0,0,0.004688358,0,0
Eukaryota,Arthropoda,Insecta,Hymenoptera,Cynipidae,Neuroterus,Neodartus acocephaloides,0,0,0,0.003041779,0,0,0,0,0.001639514
Eukaryota,Arthropoda,Malacostraca,Isopoda,Asellidae,Asellus,Pythium aquatile,0,0,0,0.004562668,0,0,0,0,0
Eukaryota,Haptophyta,Prymnesiales,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Phytophthora pseudofrigida,0,0.002941003,0,0.001520889,0,0,0,0,0
Eukaryota,Arthropoda,Insecta,Thysanoptera,Thripidae,Thrips,Phytophthora megasperma,0,0,0,0.003802224,0,0,0,0,0.000546505
Eukaryota,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Nothophytophthora intricata,0,0,0,0,0.001592534,0,0,0,0.002732524
Eukaryota,Arthropoda,Diplopoda,Polydesmida,Polydesmidae,Polydesmus,Phytophthora limosa,0,0.002941003,0,0.000760445,0,0,0,0,0.000546505
Eukaryota,Oomycota,Peronosporales,Peronosporales,Peronosporaceae,Nothophytophthora,Saprolegnia salmonis,0,0,0,0,0,0,0.000669765,0.003432651,0
Eukaryota,Oomycota,Peronosporales,Peronosporales,Peronosporaceae,Nothophytophthora,Lasius grandis,0,0,0,0,0,0,0.004018593,0,0
Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Pythiogeton zeae,0,0,0,0,0,0,0.004018593,0,0
Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Stephanocyclus,Globisporangium debaryanum,0,0,0,0.000760445,0.003185068,0,0,0,0
Eukaryota,Tubulinea,Elardia,Euamoebida,Copromyxa,Copromyxa,Tuberculatus annulatus,0,0,0,0,0,0,0,0,0.003825534
Eukaryota,Chordata,Actinopteri,Perciformes,Zoarcidae,Lycodes,Pythium amasculinum,0,0,0,0.003802224,0,0,0,0,0
Eukaryota,Oomycota,Peronosporales,Peronosporales,Peronosporaceae,Nothophytophthora,Achlya caroliniana,0,0,0,0.003802224,0,0,0,0,0
Eukaryota,Oomycota,Saprolegniales,Saprolegniales,Saprolegniaceae,Saprolegnia,Elongisporangium prolatum,0,0,0,0.003041779,0,0,0,0,0.000546505
Eukaryota,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Acanthocyclops,Globisporangium pyrioosporum,0.002765181,0,0,0.000760445,0,0,0,0,0
Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Globisporangium rostratifingens,0.00138259,0,0,0.001520889,0,0,0,0,0.000546505
Eukaryota,Bacillariophyta,Coscinodiscophyceae,Stephanodiscales,Stephanodiscaceae,Cyclostephanos,Lagena radicicola,0.002765181,0,0,0,0,0,0.000669765,0,0
Eukaryota,Discosea,Himatismenida,Himatismenida,Cochliopodiidae,Cochliopodium,Chlamydomonas incerta,0,0,0,0,0,0,0,0.003432651,0
Eukaryota,Oomycota,Peronosporales,Peronosporales,Peronosporaceae,Nothophytophthora,Stempellinella edwardsi,0,0,0,0,0,0,0,0.003432651,0
Eukaryota,Oomycota,Peronosporales,Peronosporales,Peronosporaceae,Nothophytophthora,Maiestas rostriformis,0,0,0,0,0,0,0,0.003432651,0
Eukaryota,Oomycota,Peronosporales,Peronosporales,Peronosporaceae,Phytophthora,Lasius platythorax,0,0,0,0,0,0,0,0.003432651,0
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Pythium,Phytophthora castaneae,0,0,0,0,0,0,0,0.003432651,0
Eukaryota,Oomycota,Saprolegniales,Saprolegniales,Saprolegniaceae,Pythiopsis,Achlya racemosa,0,0,0,0,0,0,0,0.003432651,0
Eukaryota,Oomycota,Saprolegniales,Saprolegniales,Saprolegniaceae,Saprolegnia,Tanytarsus dispar,0,0,0,0,0,0,0.003348827,0,0
Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Lasius alienus,0,0,0,0,0,0,0.003348827,0,0
Eukaryota,Rotifera,Eurotatoria,Ploima,Synchaetidae,Polyarthra,rhizo oryzae,0,0,0,0,0,0,0,0,0.003279029
Eukaryota,Chordata,Amphibia,Anura,Bufonidae,Bufo,Lycodes sagittarius,0,0,0,0,0.003185068,0,0,0,0
Eukaryota,Rotifera,Eurotatoria,Flosculariaceae,Testudinellidae,Pompholyx,Nothophytophthora amphigynosa,0,0,0,0,0.003185068,0,0,0,0
Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella,Saprolegnia litoralis,0,0,0,0,0.003185068,0,0,0,0
Eukaryota,Annelida,Clitellata,Tubificida,Naididae,Chaetogaster,Chironomus thummi,0,0,0,0.001520889,0.001592534,0,0,0,0
Eukaryota,Arthropoda,Insecta,Diptera,Ceratopogonidae,Sphaeromias,Achlya americana,0,0,0,0.001520889,0.001592534,0,0,0,0
Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,Stylaria lacustris,0,0,0,0.001520889,0.001592534,0,0,0,0
Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Procladius,Salisapilia mycoparasitica,0,0,0,0.000760445,0.001592534,0,0,0,0.000546505
Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Tanytarsus,Saprolegnia delica,0,0,0,0.000760445,0.001592534,0,0,0,0.000546505
Eukaryota,Arthropoda,Insecta,Lepidoptera,Momphidae,Mompha,Phytopythium mercuriale,0.002765181,0,0,0,0,0,0,0,0
Eukaryota,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,Marvania geminata,0,0,0,0,0,0,0,0,0.002732524
Eukaryota,Chlorophyta,Trebouxiophyceae,Choricystis,Choricystis,Choricystis,Pseudochlorella pringsheimii,0,0,0,0,0,0,0.002679062,0,0
Eukaryota,Arthropoda,Ostracoda,Podocopida,Candonidae,Pseudocandona,Tanytarsus medius,0,0,0,0,0,0,0.002679062,0,0
Eukaryota,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Eiseniella,Lasius balearicus,0,0,0,0,0,0,0.002679062,0,0
Eukaryota,Arthropoda,Insecta,Diptera,Limoniidae,Symplecta,Lasius xerophilus,0,0,0,0,0,0,0.002679062,0,0
Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Fistulifera,Phytophthora prodigiosa,0,0,0,0.001520889,0,0,0,0,0.00109301
Eukaryota,Tardigrada,Eutardigrada,Parachela,Doryphoribiidae,Grevenius,Saprolegnia bulbosa,0,0,0,0.000760445,0.001592534,0,0,0,0
Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladius,Saprolegnia monilifera,0,0,0,0.000760445,0.001592534,0,0,0,0
Eukaryota,Annelida,Clitellata,Tubificida,Naididae,Vejdovskyella,Pythium arrhenomanes,0,0,0,0,0,0,0.000669765,0,0.001639514
Eukaryota,Bryozoa,Phylactolaemata,Plumatellidae,Plumatellidae,Hyalinella,Megoura crassicauda,0,0,0,0.002281334,0,0,0,0,0
Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Procladius,Nearctaphis sensoriata,0,0,0,0.002281334,0,0,0,0,0
Eukaryota,Discosea,Himatismenida,Himatismenida,Cochliopodiidae,Planopodium,Phytophthora plurivora,0,0,0,0.002281334,0,0,0,0,0
Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Phytophthora sulawesiensis,0,0,0,0.002281334,0,0,0,0,0
Eukaryota,Tardigrada,Eutardigrada,Parachela,Murrayidae,Dactylobiotus,Habrotrocha antarctica,0,0,0,0.002281334,0,0,0,0,0
Eukaryota,Arthropoda,Insecta,Hemiptera,Aphididae,Periphyllus,Globisporangium urmianum,0,0,0,0.002281334,0,0,0,0,0
Eukaryota,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Chlorella,Globisporangium wuhanense,0,0,0,0.002281334,0,0,0,0,0
Eukaryota,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Lumbricus,Pythium burgundicum,0,0,0,0.002281334,0,0,0,0,0
Eukaryota,Arthropoda,Insecta,Hemiptera,Aphididae,Tetraneura,Dero digitata,0,0,0,0.002281334,0,0,0,0,0
Eukaryota,Discosea,Flabellinia,Vannellidae,Vannellidae,Vannella,Pythiopsis terrestris,0,0,0,0,0.001592534,0,0.000669765,0,0
Eukaryota,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,Cochliopodium megatetrastylus,0,0,0,0,0,0,0,0,0.002186019
Eukaryota,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,Phytophthora crassamura,0.00138259,0,0,0.000760445,0,0,0,0,0
Eukaryota,Tardigrada,Eutardigrada,Parachela,Doryphoribiidae,Grevenius,Pythium agreste,0.00138259,0,0,0.000760445,0,0,0,0,0
Eukaryota,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,Phytophthora acaciae,0,0,0,0.001520889,0,0,0,0,0.000546505
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiogetonaceae,Pythiogeton,Phytophthora chlamydospora,0,0,0,0.001520889,0,0,0,0,0.000546505
Eukaryota,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,Salisapilia epistomia,0,0,0,0.001520889,0,0,0,0,0.000546505
Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Tanytarsus,Globisporangium nodosum,0,0,0,0.001520889,0,0,0,0,0.000546505
Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Fistulifera,Protoachlya paradoxa,0,0,0,0.001520889,0,0,0,0,0.000546505
Eukaryota,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,Vermamoeba vermiformis,0,0,0,0,0,0,0.002009296,0,0
Eukaryota,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,Acanthocyclops vernalis,0,0,0,0,0.001592534,0,0,0,0
Eukaryota,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Pseudochlorella,Sellaphora pupula,0,0,0,0,0.001592534,0,0,0,0
Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Tanytarsus,Phytophthora estuarina,0,0,0,0,0.001592534,0,0,0,0
Eukaryota,Tubulinea,Echinamoebida,Vermamoeba,Vermamoeba,Vermamoeba,Pythium aristosporum,0,0,0,0,0.001592534,0,0,0,0
Eukaryota,Chordata,Aves,Passeriformes,Corvidae,Corvus,Saprolegnia torulosa,0,0,0,0,0.001592534,0,0,0,0
Eukaryota,Tardigrada,Eutardigrada,Parachela,Isohypsibiidae,Isohypsibius,Cyclostephanos invisitatus,0,0,0,0,0.001592534,0,0,0,0
Eukaryota,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Micractinium,Brachycaudus ballotae,0,0,0,0.001520889,0,0,0,0,0
Eukaryota,Rotifera,Eurotatoria,Philodinavida,Philodinavidae,Abrochtha,Brachycaudus rumexicolens,0,0,0,0.001520889,0,0,0,0,0
Eukaryota,Oomycota,Saprolegniales,Saprolegniales,Saprolegniaceae,Achlya,Dysaphis sorbi,0,0,0,0.001520889,0,0,0,0,0
Eukaryota,Oomycota,Saprolegniales,Saprolegniales,Saprolegniaceae,Achlya,Eumyzus impatiensae,0,0,0,0.001520889,0,0,0,0,0
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Globisporangium,Wahlgreniella vaccinii,0,0,0,0.001520889,0,0,0,0,0
Eukaryota,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,Phytophthora abietivora,0,0,0,0.001520889,0,0,0,0,0
Eukaryota,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,Phytophthora europaea,0,0,0,0.001520889,0,0,0,0,0
Eukaryota,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Lumbricus,Globisporangium multisporum,0,0,0,0.001520889,0,0,0,0,0
Eukaryota,Oomycota,Peronosporales,Peronosporales,Peronosporaceae,Nothophytophthora,Phytopythium carbonicum,0,0,0,0.001520889,0,0,0,0,0
Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladius,Phytophthora parvispora,0,0,0,0.000760445,0,0,0.000669765,0,0
Eukaryota,Oomycota,Peronosporales,Peronosporales,Peronosporaceae,Phytophthora,Globisporangium irregulare,0,0,0,0.000760445,0,0,0.000669765,0,0
Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Procladius,Sycanus aurantiacus,0.00138259,0,0,0,0,0,0,0,0
Eukaryota,Oomycota,Saprolegniales,Saprolegniales,Saprolegniaceae,Pythiopsis,Globisporangium kandovanense,0.00138259,0,0,0,0,0,0,0,0
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Pythium,Micractinium pusillum,0,0,0,0,0,0,0.001339531,0,0
Eukaryota,Discosea,Flabellinia,Vannellidae,Vannellidae,Ripella,Isohypsibius prosostomus,0,0,0,0,0,0,0.001339531,0,0
Eukaryota,Oomycota,Saprolegniales,Saprolegniales,Saprolegniaceae,Saprolegnia,Corvus cornix,0,0,0,0,0,0,0.001339531,0,0
Eukaryota,Oomycota,Saprolegniales,Saprolegniales,Saprolegniaceae,Saprolegnia,Phytophthora obovoidea,0,0,0,0.000760445,0,0,0,0,0.000546505
Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,Globisporangium lucens,0,0,0,0.000760445,0,0,0,0,0.000546505
Eukaryota,Annelida,Clitellata,Tubificida,Naididae,Nais,Phytopythium megacarpum,0,0,0,0.000760445,0,0,0,0,0.000546505
Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Microtendipes,Cricotopus relucens,0,0,0,0,0,0,0,0,0.00109301
Eukaryota,Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Limnocythere,Cricotopus sylvestris,0,0,0,0,0,0,0,0,0.00109301
Eukaryota,Bacillariophyta,Coscinodiscophyceae,Stephanodiscales,Stephanodiscaceae,Stephanodiscus,Phytophthora inclinata,0,0,0,0,0,0,0,0,0.00109301
Eukaryota,Oomycota,Peronosporales,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora oleae,0,0,0,0,0,0,0,0,0.00109301
Eukaryota,Annelida,Clitellata,Tubificida,Naididae,Amphichaeta,Thyreophagus corticalis,0,0,0,0,0,0,0,0,0.00109301
Eukaryota,Arthropoda,Ostracoda,Podocopida,Cyclocyprididae,Physocypria,Palpada vinetorum,0,0,0,0.000760445,0,0,0,0,0
Eukaryota,Arthropoda,Insecta,Trichoptera,Psychomyiidae,Lype,Myzus mumecola,0,0,0,0.000760445,0,0,0,0,0
Eukaryota,Discosea,Flabellinia,Dactylopodida,Paramoebidae,Korotnevella,Myzus polaris,0,0,0,0.000760445,0,0,0,0,0
Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cladotanytarsus,Myzus varians,0,0,0,0.000760445,0,0,0,0,0
Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Glyptotendipes,Anuraphis subterranea,0,0,0,0.000760445,0,0,0,0,0
Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Harnischia,Corylobium avellanae,0,0,0,0.000760445,0,0,0,0,0
Eukaryota,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,Sitobion avenae,0,0,0,0.000760445,0,0,0,0,0
Eukaryota,Bacillariophyta,Coscinodiscophyceae,Stephanodiscales,Stephanodiscaceae,Stephanodiscus,Phytophthora balyanboodja,0,0,0,0.000760445,0,0,0,0,0
Eukaryota,Oomycota,Peronosporales,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora calidophila,0,0,0,0.000760445,0,0,0,0,0
Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,Phytophthora docyniae,0,0,0,0.000760445,0,0,0,0,0
Eukaryota,Arthropoda,Insecta,Hemiptera,Aphididae,Macrosiphum,Phytophthora japonensis,0,0,0,0.000760445,0,0,0,0,0
Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Stempellinella,Phytophthora meadii,0,0,0,0.000760445,0,0,0,0,0
Eukaryota,Arthropoda,Insecta,Hemiptera,Cicadellidae,Maiestas,Phytophthora multivora,0,0,0,0.000760445,0,0,0,0,0
Eukaryota,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,Phytophthora occultans,0,0,0,0.000760445,0,0,0,0,0
Eukaryota,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Chlamydomonas,Phytophthora ornamentata,0,0,0,0.000760445,0,0,0,0,0
Eukaryota,Oomycota,Peronosporales,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora pini,0,0,0,0.000760445,0,0,0,0,0
Eukaryota,Oomycota,Saprolegniales,Saprolegniales,Saprolegniaceae,Achlya,Phytophthora platani,0,0,0,0.000760445,0,0,0,0,0
Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Nanocladius,Phytophthora proliferata,0,0,0,0.000760445,0,0,0,0,0
Eukaryota,Arthropoda,Ostracoda,Podocopida,Candonidae,Candona,Phytophthora rosacearum,0,0,0,0.000760445,0,0,0,0,0
Eukaryota,Oomycota,Pythiales,Pythiales,Pythiaceae,Pythium,Phytophthora thermophila,0,0,0,0.000760445,0,0,0,0,0
Eukaryota,Chordata,Amphibia,Caudata,Salamandridae,Lissotriton,Globisporangium parvum,0,0,0,0.000760445,0,0,0,0,0
Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,Pythium apiculatum,0,0,0,0.000760445,0,0,0,0,0
Eukaryota,Annelida,Clitellata,Tubificida,Naididae,Potamothrix,Pythium graminicola,0,0,0,0.000760445,0,0,0,0,0
Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Pythium zingiberis,0,0,0,0.000760445,0,0,0,0,0
Eukaryota,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Aphanomyces cochlioides,0,0,0,0.000760445,0,0,0,0,0
Eukaryota,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Paraplaconeis,Achlya conspicua,0,0,0,0.000760445,0,0,0,0,0
Eukaryota,Chordata,Amphibia,Anura,Ranidae,Rana,Lumbricus castaneus,0,0,0,0,0,0,0.000669765,0,0
Eukaryota,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,Procladius freemani,0,0,0,0,0,0,0.000669765,0,0
Eukaryota,Annelida,Clitellata,Tubificida,Naididae,Chaetogaster,Orthocladius fuscimanus,0,0,0,0,0,0,0.000669765,0,0
